price,Area,bathroom,bedroom,location
PKR9.4 Crore,1 Kanal,6,6,"DHA Defence, Lahore, Punjab"
PKR9.4 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR4.25 Crore,10 Marla,6,5,"Paragon City, Lahore, Punjab"
PKR1.9 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR10.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR1.6 Crore,PKR2.22 Lakh,PKR79.92 Lakh,5,For Sale
PKR1.65 Crore,PKR2.29 Lakh,PKR82.44 Lakh,5,For Sale
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR2.1 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR9.75 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.75 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR2.75 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR1.85 Crore,4 Marla,4,3,"Paragon City, Lahore, Punjab"
PKR2.7 Crore,5 Marla,4,3,"Paragon City, Lahore, Punjab"
PKR2.2 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR2.5 Crore,5 Marla,4,3,"DHA 11 Rahbar, Lahore, Punjab"
PKR2.7 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR1.65 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR9.19 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR3.9 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR4.65 Crore,10 Marla,6,6,"Central Park Housing Scheme, Lahore, Punjab"
PKR2.95 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR1.65 Crore,3 Marla,4,3,"Raiwind Road, Lahore, Punjab"
PKR68 Lakh,3 Marla,2,2,"Multan Road, Lahore, Punjab"
PKR5.25 Crore,10 Marla,4,4,"Paragon City, Lahore, Punjab"
PKR65 Lakh,3 Marla,2,2,"Jubilee Town, Lahore, Punjab"
PKR6.5 Crore,7.5 Marla,7,6,"Johar Town, Lahore, Punjab"
PKR14.75 Crore,2 Kanal,6,6,"DHA Defence, Lahore, Punjab"
PKR8.9 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR5.15 Crore,10 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR14 Crore,2.2 Kanal,6,5,"Johar Town, Lahore, Punjab"
PKR12.4 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR28.5 Crore,2 Kanal,7,7,"DHA Defence, Lahore, Punjab"
PKR2.8 Crore,7 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR4.35 Crore,8 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR7.25 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR9.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR13.75 Crore,1 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR7.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR9 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR7.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR7.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR32.55 Crore,2 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR1.75 Crore,5 Marla,5,3,"Bahria Town, Lahore, Punjab"
PKR1.98 Crore,4.5 Marla,4,4,"Marghzar Officers Colony, Lahore, Punjab"
PKR3.7 Crore,10 Marla,6,5,"Marghzar Officers Colony, Lahore, Punjab"
PKR4.55 Crore,10 Marla,6,4,"DHA Defence, Lahore, Punjab"
PKR2.15 Crore,5 Marla,4,3,"Central Park Housing Scheme, Lahore, Punjab"
PKR1.25 Crore,3 Marla,3,3,"Raiwind Road, Lahore, Punjab"
PKR1.5 Crore,4 Marla,3,3,"Military Accounts Housing Society, Lahore, Punjab"
PKR13 Crore,1 Kanal,6,5,"Johar Town, Lahore, Punjab"
PKR10.95 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8.15 Crore,1 Kanal,6,6,"DHA Defence, Lahore, Punjab"
PKR5.3 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR4 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR4.1 Crore,11 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR8.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR10 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8.95 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR1.65 Crore,PKR2.29 Lakh,PKR82.44 Lakh,5,For Sale
PKR7.86 Crore,1 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR1.5 Crore,PKR2.08 Lakh,PKR74.97 Lakh,2,For Sale
PKR3.2 Crore,PKR4.44 Lakh,PKR1.6 Crore,6,For Sale
PKR3.15 Crore,PKR4.38 Lakh,PKR1.57 Crore,6,For Sale
PKR8.2 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR13 Crore,2 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR7.15 Crore,1 Kanal,6,6,"DHA Defence, Lahore, Punjab"
PKR4.2 Crore,10 Marla,5,5,"Park View City, Lahore, Punjab"
PKR2.18 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR4.5 Crore,10 Marla,6,5,"Park View City, Lahore, Punjab"
PKR3.5 Crore,5 Marla,6,6,"Johar Town, Lahore, Punjab"
PKR3.5 Crore,5 Marla,6,5,"Johar Town, Lahore, Punjab"
PKR1.5 Crore,4 Marla,5,3,"Batapur, Lahore, Punjab"
PKR2.4 Crore,5 Marla,6,5,"GT Road, Lahore, Punjab"
PKR2.4 Crore,5 Marla,4,3,"Central Park Housing Scheme, Lahore, Punjab"
PKR3.5 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR4 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR4.8 Crore,10 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR7.25 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR9 Crore,1 Kanal,7,5,"DHA Defence, Lahore, Punjab"
PKR8.5 Crore,1 Kanal,7,5,"DHA Defence, Lahore, Punjab"
PKR8 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR3.25 Crore,PKR4.51 Lakh,PKR1.62 Crore,6,For Sale
PKR1.8 Crore,PKR2.5 Lakh,PKR90 Lakh,5,For Sale
PKR1.75 Crore,2.7 Marla,2,2,"Shadman, Lahore, Punjab"
PKR7.75 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8.75 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.6 Crore,5 Marla,5,4,"Central Park Housing Scheme, Lahore, Punjab"
PKR1.9 Crore,5 Marla,4,3,"Bahria Town, Lahore, Punjab"
PKR3 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR13.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.2 Crore,5 Marla,4,4,"Central Park Housing Scheme, Lahore, Punjab"
PKR4.53 Crore,10 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR2.85 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR2.35 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR1.55 Crore,4 Marla,6,6,"Highcourt Society, Lahore, Punjab"
PKR3.8 Crore,5 Marla,6,5,"Johar Town, Lahore, Punjab"
PKR3.75 Crore,1 Kanal,5,4,"LDA Avenue, Lahore, Punjab"
PKR7.79 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR7.2 Crore,1 Kanal,5,5,"Eden, Lahore, Punjab"
PKR2.9 Crore,5 Marla,6,5,"Airline Housing Society, Lahore, Punjab"
PKR3.3 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR5.8 Crore,10 Marla,6,5,"Raiwind Road, Lahore, Punjab"
PKR5.9 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR1.9 Crore,5 Marla,4,3,"Raiwind Road, Lahore, Punjab"
PKR3.5 Crore,10 Marla,4,3,"Green City, Lahore, Punjab"
PKR4.15 Crore,14 Marla,5,4,"Green City, Lahore, Punjab"
PKR3 Crore,5 Marla,4,3,"Paragon City, Lahore, Punjab"
PKR2.2 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR7 Crore,1 Kanal,6,5,"Beacon House Society, Lahore, Punjab"
PKR1.95 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR2.4 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR2.45 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR24 Crore,1 Kanal,6,7,"DHA Defence, Lahore, Punjab"
PKR11.9 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR23.5 Crore,1 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR24.5 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR12.75 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.35 Crore,5 Marla,5,4,"Park View City, Lahore, Punjab"
PKR1.4 Crore,5 Marla,3,3,"Al Haram Garden, Lahore, Punjab"
PKR1.5 Crore,3 Marla,3,3,"Raiwind Road, Lahore, Punjab"
PKR3.45 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR1.65 Crore,3 Marla,5,3,"Raiwind Road, Lahore, Punjab"
PKR1.95 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR2.75 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR9.2 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR1.7 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR7 Crore,1.1 Kanal,7,6,"Paragon City, Lahore, Punjab"
PKR5.55 Crore,10 Marla,6,5,"Paragon City, Lahore, Punjab"
PKR4 Crore,8.5 Marla,6,5,"Architects Engineers Housing Society, Lahore, Punjab"
PKR7 Crore,9.3 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR2.8 Crore,5 Marla,5,3,"DHA Defence, Lahore, Punjab"
PKR8.25 Crore,1.1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR7.3 Crore,10 Marla,5,4,"DHA Defence, Lahore, Punjab"
PKR3.2 Crore,PKR4.44 Lakh,PKR1.6 Crore,6,For Sale
PKR1.8 Crore,PKR2.5 Lakh,PKR90 Lakh,5,For Sale
PKR3.25 Crore,PKR4.51 Lakh,PKR1.62 Crore,5,For Sale
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR16.25 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.49 Crore,5 Marla,4,3,"DHA Defence, Lahore, Punjab"
PKR3.5 Crore,10 Marla,6,5,"Bahria Town, Lahore, Punjab"
PKR10.75 Crore,1 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR55 Crore,2 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR8.5 Crore,1 Kanal,5,5,"Bahria Town, Lahore, Punjab"
PKR1.3 Crore,3 Marla,5,4,"Raiwind Road, Lahore, Punjab"
PKR2.7 Crore,8 Marla,5,5,"Bahria Nasheman, Lahore, Punjab"
PKR7.47 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR9.25 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR2.25 Crore,5 Marla,4,3,"Bahria Orchard, Lahore, Punjab"
PKR1.95 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR2.1 Crore,5 Marla,5,3,"Bahria Town, Lahore, Punjab"
PKR2.15 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR1.8 Crore,5 Marla,4,4,"Park View City, Lahore, Punjab"
PKR1.3 Crore,3 Marla,4,3,"Raiwind Road, Lahore, Punjab"
PKR7.65 Crore,1 Kanal,7,8,"DHA Defence, Lahore, Punjab"
PKR1.7 Crore,PKR2.35 Lakh,PKR84.78 Lakh,5,For Sale
PKR5.4 Crore,10 Marla,6,4,"DHA Defence, Lahore, Punjab"
PKR6.1 Crore,10 Marla,6,4,"DHA Defence, Lahore, Punjab"
PKR5.85 Crore,10 Marla,7,4,"DHA Defence, Lahore, Punjab"
PKR10.75 Crore,1 Kanal,7,6,"DHA Defence, Lahore, Punjab"
PKR9.25 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR12.75 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR8.4 Crore,1 Kanal,6,5,"DHA Defence, Lahore, Punjab"
PKR4.65 Crore,11 Marla,3,5,"Emaar Canyon Views, Islamabad, Islamabad Capital"
PKR11 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR11 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR11.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.35 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR9.5 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR8.5 Crore,10 Marla,4,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR26 Crore,1 Kanal,6,7,"G-11, Islamabad, Islamabad Capital"
PKR14.25 Crore,12.4 Marla,6,9,"I-8, Islamabad, Islamabad Capital"
PKR4.6 Crore,10 Marla,-,-,"Bani Gala, Islamabad, Islamabad Capital"
PKR6.4 Crore,10 Marla,6,5,"B-17, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR3.5 Crore,10 Marla,6,5,"F-17, Islamabad, Islamabad Capital"
PKR10.25 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR8.5 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.95 Crore,1 Kanal,5,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR22 Crore,1 Kanal,7,11,"I-8, Islamabad, Islamabad Capital"
PKR2.9 Crore,5 Marla,-,-,"B-17, Islamabad, Islamabad Capital"
PKR2.78 Crore,8 Marla,6,5,"F-17, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,5,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.7 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.8 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,7,"DHA Defence, Islamabad, Islamabad Capital"
PKR11 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR5.25 Crore,10 Marla,6,5,"B-17, Islamabad, Islamabad Capital"
PKR11.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR24 Crore,1 Kanal,6,7,"D-12, Islamabad, Islamabad Capital"
PKR11.7 Crore,10 Marla,6,5,"D-12, Islamabad, Islamabad Capital"
PKR14.3 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR6 Crore,10 Marla,6,7,"Bahria Town, Islamabad, Islamabad Capital"
PKR6.75 Crore,10 Marla,7,8,"Faisal Town - F-18, Islamabad, Islamabad Capital"
PKR5.1 Crore,4 Marla,4,4,"D-12, Islamabad, Islamabad Capital"
PKR1.6 Crore,5.5 Marla,-,-,"Bani Gala, Islamabad, Islamabad Capital"
PKR2.85 Crore,8 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR13.75 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.9 Crore,5 Marla,5,5,"I-14, Islamabad, Islamabad Capital"
PKR3.1 Crore,6 Marla,5,5,"I-14, Islamabad, Islamabad Capital"
PKR8.5 Crore,10 Marla,6,6,"G-13, Islamabad, Islamabad Capital"
PKR2.49 Crore,5 Marla,4,4,"B-17, Islamabad, Islamabad Capital"
PKR3.95 Crore,10 Marla,5,4,"Top City 1, Islamabad, Islamabad Capital"
PKR11 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR5.6 Crore,7 Marla,6,5,"G-13, Islamabad, Islamabad Capital"
PKR3.7 Crore,4.4 Marla,5,4,"G-13, Islamabad, Islamabad Capital"
PKR6.9 Crore,8 Marla,6,7,"G-14, Islamabad, Islamabad Capital"
PKR11 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR7 Crore,10 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR9.8 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR16.25 Crore,14 Marla,6,6,"G-9, Islamabad, Islamabad Capital"
PKR6.9 Crore,10 Marla,6,7,"DHA Defence, Islamabad, Islamabad Capital"
PKR3.15 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR3.95 Crore,5 Marla,5,4,"DHA Defence, Islamabad, Islamabad Capital"
PKR6.1 Crore,10 Marla,5,5,"Top City 1, Islamabad, Islamabad Capital"
PKR4.7 Crore,10.1 Marla,6,5,"National Police Foundation O-9, Islamabad, Islamabad Capital"
PKR2.4 Crore,6 Marla,4,3,"Bani Gala, Islamabad, Islamabad Capital"
PKR2.25 Crore,6 Marla,3,3,"Bani Gala, Islamabad, Islamabad Capital"
PKR26.5 Crore,1.3 Kanal,6,6,"G-6, Islamabad, Islamabad Capital"
PKR3.5 Crore,6.7 Marla,7,6,"Mumtaz City, Islamabad, Islamabad Capital"
PKR14.9 Crore,1 Kanal,4,3,"DHA Defence, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR29 Crore,1 Kanal,6,6,"F-7, Islamabad, Islamabad Capital"
PKR11 Crore,14.2 Marla,4,4,"G-9, Islamabad, Islamabad Capital"
PKR2.4 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR10.5 Crore,14 Marla,6,6,"G-14, Islamabad, Islamabad Capital"
PKR5.2 Crore,8 Marla,6,6,"Shehzad Town, Islamabad, Islamabad Capital"
PKR12.1 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR13.25 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR4.15 Crore,5 Marla,4,3,"DHA Defence, Islamabad, Islamabad Capital"
PKR12.45 Crore,1 Kanal,5,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR13.85 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR14.5 Crore,1 Kanal,-,-,"DHA Defence, Islamabad, Islamabad Capital"
PKR12 Crore,14 Marla,6,6,"G-13, Islamabad, Islamabad Capital"
PKR5.7 Crore,10 Marla,-,-,"Bahria Town, Islamabad, Islamabad Capital"
PKR12.95 Crore,1 Kanal,6,5,"Top City 1, Islamabad, Islamabad Capital"
PKR35 Crore,1.6 Kanal,6,6,"F-10, Islamabad, Islamabad Capital"
PKR10.5 Crore,1 Kanal,-,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR27 Crore,2.6 Kanal,-,9,"DHA Defence, Islamabad, Islamabad Capital"
PKR14.9 Crore,1.5 Kanal,-,-,"DHA Defence, Islamabad, Islamabad Capital"
PKR6.75 Crore,10 Marla,6,9,"Faisal Town - F-18, Islamabad, Islamabad Capital"
PKR5 Crore,8 Marla,6,5,"Park View City, Islamabad, Islamabad Capital"
PKR5.6 Crore,8 Marla,5,5,"G-13, Islamabad, Islamabad Capital"
PKR2.45 Crore,5 Marla,6,5,"I-14, Islamabad, Islamabad Capital"
PKR12 Crore,1 Kanal,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR8.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR5.25 Crore,10 Marla,6,5,"B-17, Islamabad, Islamabad Capital"
PKR4.4 Crore,10 Marla,6,9,"Lehtrar Road, Islamabad, Islamabad Capital"
PKR10.5 Crore,1 Kanal,6,7,"Kuri Road, Islamabad, Islamabad Capital"
PKR10.5 Crore,1 Kanal,7,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR15 Crore,2 Kanal,7,9,"Bahria Town, Islamabad, Islamabad Capital"
PKR8.25 Crore,1 Kanal,6,6,"Naval Anchorage, Islamabad, Islamabad Capital"
PKR45 Crore,1.1 Kanal,-,7,"F-6, Islamabad, Islamabad Capital"
PKR4.35 Crore,5 Marla,4,4,"I-10, Islamabad, Islamabad Capital"
PKR41 Crore,1.1 Kanal,-,8,"F-7, Islamabad, Islamabad Capital"
PKR11.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR12.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR18 Crore,1.5 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR6 Crore,10 Marla,6,6,"Bahria Town, Islamabad, Islamabad Capital"
PKR5.5 Crore,6 Marla,4,5,"G-11, Islamabad, Islamabad Capital"
PKR3.3 Crore,5 Marla,4,4,"B-17, Islamabad, Islamabad Capital"
PKR11.22 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR15 Crore,1 Kanal,5,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR12.5 Crore,1 Kanal,7,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR8.5 Crore,10 Marla,6,7,"G-13, Islamabad, Islamabad Capital"
PKR2.5 Crore,6 Marla,6,8,"Bani Gala, Islamabad, Islamabad Capital"
PKR14.75 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR7 Crore,1 Kanal,4,3,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.65 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR4.9 Crore,10 Marla,5,4,"DHA Defence, Islamabad, Islamabad Capital"
PKR3.6 Crore,5 Marla,6,5,"Park View City, Islamabad, Islamabad Capital"
PKR6.1 Crore,10 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR4.8 Crore,9 Marla,6,7,"Green Avenue, Islamabad, Islamabad Capital"
PKR9.8 Crore,14 Marla,4,3,"Bahria Town, Islamabad, Islamabad Capital"
PKR1.75 Crore,5 Marla,4,3,"H-13, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR7.8 Crore,1 Kanal,7,6,"PWD Housing Scheme, Islamabad, Islamabad Capital"
PKR4.2 Crore,10 Marla,4,4,"Top City 1, Islamabad, Islamabad Capital"
PKR4.2 Crore,10 Marla,7,7,"Top City 1, Islamabad, Islamabad Capital"
PKR45 Crore,2 Kanal,6,6,"F-8, Islamabad, Islamabad Capital"
PKR2.5 Crore,5 Marla,6,7,"I-14, Islamabad, Islamabad Capital"
PKR9.5 Crore,10.9 Marla,6,7,"F-11, Islamabad, Islamabad Capital"
PKR45 Crore,2.4 Kanal,5,5,"F-8, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR6.95 Crore,15 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR14.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR13.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR3.2 Crore,5 Marla,3,3,"Bahria Town, Islamabad, Islamabad Capital"
PKR2.6 Crore,5 Marla,4,4,"B-17, Islamabad, Islamabad Capital"
PKR8.9 Crore,8 Marla,6,5,"G-11, Islamabad, Islamabad Capital"
PKR38 Crore,1.6 Kanal,5,5,"F-6, Islamabad, Islamabad Capital"
PKR6.5 Crore,10 Marla,7,4,"I-14, Islamabad, Islamabad Capital"
PKR10.5 Crore,15 Marla,7,7,"I-14, Islamabad, Islamabad Capital"
PKR5.85 Crore,13 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR15.85 Crore,1.8 Kanal,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR4 Crore,7 Marla,6,4,"Gulberg, Islamabad, Islamabad Capital"
PKR1.2 Crore,5 Marla,2,2,"Bani Gala, Islamabad, Islamabad Capital"
PKR4 Crore,9 Marla,4,4,"Bani Gala, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR7.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR40 Crore,1.3 Kanal,6,8,"F-11, Islamabad, Islamabad Capital"
PKR19 Crore,1 Kanal,6,8,"F-11, Islamabad, Islamabad Capital"
PKR24.5 Crore,1 Kanal,5,5,"F-8, Islamabad, Islamabad Capital"
PKR9.75 Crore,7 Marla,5,5,"D-12, Islamabad, Islamabad Capital"
PKR2.85 Crore,8 Marla,4,4,"Bahria Town, Islamabad, Islamabad Capital"
PKR4.25 Crore,8 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR5 Crore,10 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR2.5 Crore,5 Marla,4,3,"Bahria Town, Islamabad, Islamabad Capital"
PKR8.25 Crore,10 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR6.3 Crore,11 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR3.1 Crore,5 Marla,4,3,"Bahria Town, Islamabad, Islamabad Capital"
PKR2.9 Crore,5 Marla,5,6,"B-17, Islamabad, Islamabad Capital"
PKR2.5 Crore,5 Marla,3,3,"B-17, Islamabad, Islamabad Capital"
PKR4.75 Crore,9 Marla,3,5,"Rawal Town, Islamabad, Islamabad Capital"
PKR3.8 Crore,9.3 Marla,3,3,"PWD Housing Scheme, Islamabad, Islamabad Capital"
PKR2.75 Crore,5 Marla,4,4,"B-17, Islamabad, Islamabad Capital"
PKR14 Crore,1 Kanal,-,-,"B-17, Islamabad, Islamabad Capital"
PKR4.8 Crore,9 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR17.5 Crore,3.8 Kanal,6,6,"Bahria Town, Islamabad, Islamabad Capital"
PKR5.5 Crore,4 Marla,5,3,"D-12, Islamabad, Islamabad Capital"
